step,loss,accuracy,eval_loss,eval_accuracy
0,,,1.42041015625,0.47996089931573804
1,1.7099609375,0.3870967741935484,,
2,1.59765625,0.4662756598240469,,
3,1.73828125,0.39589442815249265,,
4,1.4482421875,0.47702834799608995,,
5,1.25,0.5454545454545454,,
6,1.275390625,0.5366568914956011,,
7,1.5927734375,0.4027370478983382,,
8,1.4052734375,0.4780058651026393,,
9,1.048828125,0.6295210166177908,,
10,1.3193359375,0.5034213098729228,,
11,1.6240234375,0.4066471163245357,,
12,1.0185546875,0.5904203323558163,,
13,1.6044921875,0.4281524926686217,,
14,1.1396484375,0.5503421309872922,,
15,1.43359375,0.49071358748778104,,
16,1.40234375,0.5034213098729228,,
17,1.56640625,0.4310850439882698,,
18,1.2841796875,0.5161290322580645,,
19,1.404296875,0.4750733137829912,,
20,1.4580078125,0.46529814271749753,,
21,1.2412109375,0.5298142717497556,,
22,1.396484375,0.47702834799608995,,
23,1.39453125,0.4965786901270772,,
24,1.5341796875,0.42424242424242425,,
25,1.6376953125,0.44379276637341153,,
25,,,1.4189453125,0.4802867383512545
26,1.3408203125,0.5112414467253177,,
27,1.275390625,0.49266862170087977,,
28,1.4873046875,0.44379276637341153,,
29,2.01171875,0.4027370478983382,,
30,1.40234375,0.501466275659824,,
31,1.361328125,0.5004887585532747,,
32,1.4755859375,0.4701857282502444,,
33,1.3330078125,0.47702834799608995,,
34,1.4453125,0.509286412512219,,
35,1.333984375,0.5180840664711632,,
36,1.4580078125,0.45943304007820135,,
37,1.4033203125,0.47702834799608995,,
38,1.515625,0.458455522971652,,
39,1.2080078125,0.5063538611925709,,
40,1.248046875,0.520039100684262,,
41,1.4853515625,0.4682306940371456,,
42,1.3076171875,0.47409579667644186,,
43,1.6357421875,0.426197458455523,,
44,1.4462890625,0.4662756598240469,,
45,1.4765625,0.4506353861192571,,
46,1.3251953125,0.533724340175953,,
47,1.3623046875,0.4868035190615836,,
48,1.345703125,0.512218963831867,,
49,1.6181640625,0.49266862170087977,,
50,1.2412109375,0.5063538611925709,,
50,,,1.4178059895833333,0.47882046269143047
51,1.501953125,0.43010752688172044,,
52,1.1123046875,0.5601173020527859,,
53,1.486328125,0.47214076246334313,,
